Source_Pincode,Destination_Pincode,Number_of_Days
131409,607003,6
344044,691541,5
481996,226301,4
844113,571402,2
627760,834003,4
388315,571253,2
480441,227815,5
635815,144033,5
571314,271804,6
764077,609106,6
754139,122003,6
796471,306119,2
679514,233230,6
560026,262546,4
623534,522329,2
331303,331403,6
481664,324010,6
825325,402111,4
676105,620018,2
757031,222149,6
785676,241305,6
144418,756022,3
581401,571235,5
182144,144701,6
415805,400082,5
124102,641045,2
332025,625707,6
832105,182125,2
473335,682312,3
629852,370105,2
770019,522212,5
769001,394550,2
682023,609605,5
689642,784521,5
530029,230132,3
226104,571247,2
414110,451666,4
464551,442916,2
854330,752012,2
712104,497001,4
477447,400060,5
461881,832104,5
207003,764038,2
628402,581359,6
695038,413249,3
121009,743349,2
431133,416207,3
171219,796004,6
471606,271308,5
209825,391740,3
680503,331801,4
524001,400615,6
147004,689643,4
531219,422105,6
415525,443101,5
273003,757050,4
224235,761007,4
625105,360035,5
560066,670501,3
802136,416121,3
680021,241202,3
416502,636107,4
847407,182315,3
757037,603108,5
521331,639004,2
524344,587201,2
496220,743398,5
531019,131023,4
507128,413210,4
209866,600037,2
626101,631702,6
571103,574235,5
700007,587115,2
505403,638706,5
250621,515531,2
766015,639201,2
209870,146110,2
636309,630311,2
628906,335001,6
394540,743383,4
388510,680583,6
826004,768217,4
673032,636503,6
210203,621009,2
151003,829129,2
847236,845453,4
781004,624210,4
452013,394130,4
263633,152026,3
691501,577182,4
246734,394140,2
502375,582117,4
124001,614403,4
203408,400021,5
415628,250341,2
685571,413305,2
490036,581102,2
491557,577424,3
495690,560094,6
680003,229122,2
855108,506365,3
481331,744209,4
600028,785670,2
456550,431214,6
678004,276302,2
222303,852131,4
732140,229311,4
303712,802111,3
390018,522213,3
246285,855102,5
458664,176096,5
731234,735226,3
713519,623515,4
392310,507166,5
124105,781371,4
396424,415612,4
482005,171223,5
802131,844501,6
843102,190002,3
641603,584116,6
313706,815354,2
609605,401608,4
841503,621117,3
804421,274306,5
691534,172032,6
225207,625019,4
680545,414106,5
480337,277503,2
415726,277301,2
127114,833216,2
144301,721172,2
400095,534196,2
212105,504310,3
572141,151501,6
843318,415523,5
522311,391165,3
621104,441916,6
176311,743372,2
679578,362215,4
144806,415111,2
227805,394340,6
784174,503123,4
610107,801102,5
413255,614717,4
387630,321023,6
783349,721426,4
591111,431746,2
502130,794112,2
370465,571130,4
678593,561209,4
380026,400072,6
508244,823311,4
575011,508001,5
506222,306119,3
147007,505504,4
689574,243723,2
504208,390001,2
144404,689693,4
184152,575010,5
411002,321610,6
786187,123401,4
211018,140119,4
639136,535183,5
506332,412110,2
444805,262725,4
481884,148018,3
782138,785640,4
623707,393017,5
769006,623512,2
781020,148104,3
388543,632503,5
604408,321610,5
413403,680683,2
759117,194401,2
824102,734004,4
637213,783380,3
203209,518002,5
713338,250601,5
695142,470339,6
517299,506144,6
785007,686520,3
792001,302004,3
722143,416511,4
263643,500064,2
629160,769014,4
632055,454775,5
562107,581120,2
505474,136035,6
445205,570020,5
676106,126152,4
768200,402302,3
142011,600099,5
793004,577516,3
209747,491226,5
743375,135021,2
362620,273158,5
400001,754011,6
734102,193223,3
632403,500044,3
797100,700002,5
797102,143505,2
272165,506313,5
580005,396215,3
431136,781317,5
148105,713144,3
759023,231303,6
503305,332602,5
755007,731303,5
531021,757016,3
321609,415703,6
608102,431107,4
263661,573131,5
695015,226302,3
575028,276138,5
171005,521107,6
328028,577514,5
608002,695034,2
752045,244712,3
305814,184121,2
182204,532445,4
741509,370405,5
733142,301412,6
497451,629151,3
560110,382006,4
341021,604406,3
415702,342008,4
249146,799211,5
752002,573116,4
445308,495117,2
799285,603001,2
458558,515731,3
637015,824211,2
695309,401204,6
524343,686531,2
233227,122005,2
586113,473990,5
521356,534451,4
639115,686572,4
751016,847229,2
571610,591317,2
575002,484551,3
229304,522124,4
412804,798623,2
608801,365456,5
611108,797114,2
209866,415023,6
829129,764056,2
190008,609302,5
752116,798602,4
394250,571214,2
673006,508205,3
141411,586213,4
250611,506122,4
110092,631605,4
523369,622409,4
813113,464331,3
333502,335024,5
606755,416108,4
845305,686519,3
134118,500023,6
632405,415604,6
131021,680505,6
637203,758040,4
173233,560055,4
573133,607205,4
686014,852116,6
411058,416709,3
327025,781351,2
144630,301001,5
604153,331026,5
146111,423101,3
248012,470772,4
673579,587114,3
691576,700134,2
805236,689501,6
370655,562104,4
841245,176043,5
680733,229128,2
608801,721432,3
282001,400013,5
741238,450332,6
713303,783354,4
626108,581123,2
422002,795006,5
608502,609602,4
412410,768005,5
712146,230405,5
394270,783130,2
123021,302034,4
600009,414501,5
755018,261405,4
721513,627127,3
522330,670567,5
689543,585320,4
577429,212657,3
680667,695301,5
686006,591101,6
517641,401405,5
305403,621107,4
754224,535240,2
192129,680506,6
246721,606752,5
333304,788701,4
365601,614716,4
759026,249128,6
560075,174301,4
535593,411032,6
670302,742113,4
683516,756045,2
271215,573113,6
515766,180007,6
695601,273008,4
391250,686007,5
767020,401204,4
622407,614205,6
641202,182161,4
591107,505531,6
176317,380059,4
440026,757037,5
332746,577524,3
263145,400079,2
670010,144305,6
782480,824202,4
627860,203393,2
695008,394116,3
431208,828130,5
416316,206127,6
212659,711110,3
222302,272123,2
782123,700023,2
848207,754222,6
754037,271307,2
500056,344031,5
576103,700023,5
760001,770019,2
848209,416111,2
272124,796441,6
713513,209622,6
679505,560098,6
585312,212104,4
755006,363660,6
384320,431803,5
503307,828101,6
788818,456222,2
493663,752092,6
602105,411009,5
721306,577512,6
331518,843318,4
502257,415523,2
444005,224119,4
413534,600021,4
614628,482003,2
742187,425432,2
770042,682038,2
457331,125051,6
731132,133204,2
314028,143604,3
497231,801306,4
612801,582120,4
221404,581328,3
581412,140102,5
518006,788803,5
605006,607004,5
500034,495001,6
410406,792001,3
670301,422002,4
670325,475336,2
481115,441123,2
689648,470664,3
222181,573128,4
587113,423604,3
621204,454116,5
737133,695016,3
210430,393150,2
764048,383462,4
600082,387540,6
263665,516162,5
581112,482003,4
585225,603402,6
624610,630501,2
246736,824120,6
623512,614809,5
734320,504303,6
360002,362560,6
690508,690105,2
570003,621307,6
171202,562110,4
524239,425416,5
524411,413704,2
456443,713333,4
802160,603401,5
225412,670014,6
470119,797106,3
757052,416508,5
845422,627601,5
624614,624306,3
222139,509228,3
274508,121007,5
682024,786160,4
144301,523165,3
451556,456550,3
422214,176045,3
482009,451551,6
509104,500065,2
144204,532216,3
442302,609311,4
392215,141419,6
415537,796082,4
416011,622407,4
221304,562121,3
573112,608305,6
202130,678014,5
246731,583104,3
627113,312619,5
761002,754105,5
493663,628105,5
761209,700122,5
362037,523155,4
122502,583131,3
591236,532292,3
382330,610001,5
144406,792123,3
629502,524404,2
761005,788107,4
768228,202133,6
803212,841202,2
521136,484113,4
425414,695313,2
413304,431009,2
389382,205303,3
764057,800018,5
824234,758022,4
124303,624801,6
416121,631152,4
628616,577114,4
431722,754137,4
424109,791003,3
343025,272154,4
175123,585213,5
686010,485114,6
721124,530005,2
574328,480555,3
670693,643005,2
518563,481990,4
737131,796310,2
799009,683579,2
621007,736207,2
524222,768040,4
403508,572218,2
523367,630559,2
503102,387305,4
625016,182320,6
590001,400033,5
206251,833221,3
414003,522402,6
577180,413720,6
382006,784521,5
242307,502286,3
812001,517583,4
614602,333041,4
521229,523002,4
799153,306503,5
622304,509357,6
583229,509120,5
632517,734013,5
532212,223227,5
423111,829117,3
764048,768119,4
416531,678594,6
604406,680731,4
586121,532403,5
246162,402112,5
622505,581440,2
230301,203131,3
796321,534320,4
413216,497231,3
852127,396350,5
276139,753011,2
382308,345025,2
686634,452013,2
600074,635115,4
222001,573164,2
678013,509338,5
391410,141401,3
793121,700072,5
202129,402402,4
201009,415505,3
695306,515761,5
505452,560039,4
673601,224235,2
788112,176065,6
700148,458664,5
682504,759024,2
690509,123302,3
517504,735229,4
741251,695012,3
414106,206251,2
752021,587313,6
424006,767027,3
176402,713427,5
425116,847305,3
574144,641009,5
796017,387640,2
160104,465445,5
530040,423108,6
796012,723103,4
362030,688504,5
141123,473793,5
782002,250406,2
695614,577121,2
700141,224157,4
171219,622412,6
755001,445201,3
603305,762104,4
711202,445109,2
171301,637101,3
522415,832303,2
751008,636701,5
623528,423605,6
456668,851116,2
632013,845107,2
621708,713216,2
743425,670103,4
685554,422622,5
796701,271804,3
148024,444802,6
782462,641041,2
524129,638751,3
304804,581423,3
741201,517408,2
678641,431541,2
440010,203207,3
767016,518165,6
249175,851112,6
305412,392035,3
175012,734218,4
333801,362310,4
620019,577139,3
793017,413722,4
222148,174103,6
517424,721653,4
629163,144421,2
460551,302004,4
756101,852138,6
460666,508234,2
680612,141008,3
628906,572214,6
632501,517305,3
522004,755049,6
327801,403725,6
454449,756112,3
643214,285203,2
323025,591340,4
756128,782429,3
502310,224234,3
131023,577160,6
209870,508116,3
151301,401201,6
574212,761215,4
262527,233232,4
413002,272172,6
382610,756045,5
600071,176028,5
110066,623401,6
761132,388440,4
721425,691510,5
522007,387210,4
364710,465220,3
301415,414113,5
571212,829103,3
802311,768035,4
415205,334602,5
177001,580024,4
795008,532190,6
431709,364313,6
583121,221507,3
444709,209312,5
521328,228118,5
785674,332703,2
605751,143532,4
400042,680613,4
535215,470051,4
713208,224172,4
713361,600003,2
518101,229124,3
312601,246113,3
342001,416526,6
274401,413314,3
497111,794110,4
441702,444907,2
173206,642201,6
781353,144001,2
271303,515721,6
604407,500085,2
221505,533435,4
421605,486892,5
732206,733123,3
734217,721649,6
535523,535579,4
322028,248011,3
475685,689597,5
484440,412411,6
276301,413212,6
673596,581360,3
415301,221406,3
623536,843105,3
792123,743446,4
831002,783360,5
413723,591121,4
360545,711401,6
577111,283114,6
202121,781314,4
462037,471318,3
521312,591130,3
833102,524002,6
486887,631202,3
413132,723132,4
821304,534432,4
833216,509324,3
638703,828132,4
764059,713339,2
673305,591314,5
462038,713385,3
246427,625601,5
249407,854205,4
455118,422113,2
605110,523265,6
413221,177601,5
572142,384012,2
751008,370421,6
403115,521286,4
410406,192306,4
506102,515303,5
695144,246155,3
500033,323603,3
604304,736169,5
571606,854311,6
424311,768200,3
458330,410207,2
413507,638057,5
788719,445211,6
604406,577525,2
799266,507003,6
630208,233227,3
577180,263664,6
335503,700014,5
834003,277209,4
621702,271126,5
334603,766023,4
262302,416116,4
249196,782144,3
695002,630211,2
673574,796370,4
627756,695316,2
712137,190011,3
451221,754141,5
415304,444607,5
712302,361013,2
518344,700007,2
523254,533446,3
686587,670307,3
562128,302036,4
193301,713335,6
630312,695527,5
695013,695513,4
413708,843330,6
523213,581347,4
562101,174013,4
505497,638008,2
229122,576114,5
301707,515765,2
600038,483105,6
576104,785007,4
362260,758019,5
500043,486114,3
394115,713104,6
733126,341026,2
816118,623608,4
785682,532212,4
248003,713359,4
799280,412220,6
641026,743438,2
560105,743331,4
620001,700067,5
581330,621006,3
431402,841202,4
791003,673586,2
209305,721501,4
389390,363430,2
685553,754133,4
713167,263624,5
516391,465693,4
743312,581349,2
415537,521109,6
767070,722155,6
585105,825406,3
262903,307024,4
841203,641012,2
560039,331023,4
521213,712416,4
471101,136131,6
606303,486889,6
793150,441702,3
711225,676528,2
144223,621802,4
385566,712513,4
800019,690527,3
621715,524306,2
370475,700043,6
144034,623528,3
734317,847204,5
580024,623406,6
493344,561228,5
303108,370040,3
486117,680520,4
262721,792131,6
691576,575003,4
690539,326512,5
416311,283111,4
573217,639207,4
802116,172105,5
582117,273401,3
342026,848160,2
636306,603308,3
673595,226303,4
385550,322218,5
785102,680614,5
413114,277124,4
585101,303313,6
802206,636808,5
394130,574267,5
283103,835211,3
410218,641201,5
442705,271001,6
523316,494551,4
396007,532264,5
231314,854339,2
445105,635109,2
176316,507211,3
142024,532430,2
480886,628207,2
342802,124113,3
678611,607301,5
494446,506105,5
621601,522265,6
505174,532322,5
691003,768026,2
491336,783361,4
754022,335022,2
577180,574237,2
413719,574151,5
263664,723168,6
184145,305811,4
382030,490024,4
685563,271403,5
628618,521122,3
502307,754140,3
676522,455001,6
584132,472331,5
624712,190024,5
670621,625009,5
571313,263643,2
151401,441123,3
713377,560087,3
641652,208002,2
802154,504207,4
535280,688539,6
423604,500018,4
700109,611101,2
422403,173212,3
502270,144102,6
382355,637301,3
643204,607108,3
731132,176032,2
304001,144029,6
180009,754010,5
700042,221007,5
500029,152033,4
331021,144104,6
363510,124513,4
606753,333023,3
530027,741506,5
695573,496225,4
388315,632326,4
535523,333032,4
272131,585224,2
679582,680618,6
464114,421101,6
855105,768018,2
134201,243302,4
678682,383305,2
223103,465667,2
272208,221001,6
624712,625023,2
524421,829143,3
752079,509412,2
621005,413532,5
521101,600074,6
261121,306602,6
466111,758041,3
440021,722162,2
754001,637304,4
581402,628205,4
440025,412108,3
282010,201010,6
416207,431105,4
504313,382024,3
243635,233226,2
741125,816102,2
110056,322252,5
713325,124508,2
414203,759130,4
464990,277303,6
207124,791109,2
695024,759102,4
754204,246435,5
788156,670611,3
784149,825330,5
700159,521105,4
614103,636012,2
586208,277124,4
713160,571212,4
577138,305024,6
790102,145022,4
845419,678541,2
614708,144513,3
140125,689612,4
743270,673577,3
494777,641603,5
756130,471501,5
678701,177601,2
721124,465679,5
606301,143008,6
122502,571448,5
132041,829205,6
124514,501218,5
743423,134202,5
332713,143408,4
560002,571249,2
485441,508377,2
627012,382110,5
756034,313603,4
757074,221206,2
262202,767025,3
314028,271824,2
521312,631212,5
175014,313207,5
516104,440005,6
531031,577422,2
312203,414603,4
143119,414607,4
488059,641670,4
848503,249126,4
641108,793103,2
342304,852109,4
534312,283123,2
431113,625106,5
151213,831006,6
230136,784112,4
175004,306708,6
496242,207120,2
854204,690571,3
425109,845102,6
533256,143204,2
484771,625523,6
630321,678006,4
609808,313902,2
643237,757082,4
324001,689645,5
122017,722101,4
686544,700120,2
440033,225124,5
571450,394230,4
609313,723101,4
577168,628151,5
613503,335024,2
742103,845455,4
147203,609201,5
415511,416407,4
679591,812005,5
843334,143422,2
127111,831004,3
380050,795010,3
462101,785010,4
605108,755044,5
758019,606806,2
495550,732211,3
411013,751020,6
835301,283110,4
477332,228133,4
825326,614020,2
422211,442707,2
411046,462004,4
480221,741503,4
424005,605007,5
802118,224225,3
768045,335701,6
636458,690534,6
495004,832401,5
744203,782439,4
477333,391120,6
457331,403002,2
441904,413205,5
761100,689590,2
441102,133004,4
464770,382250,5
581346,517128,6
756116,742103,3
341304,712122,4
844126,695304,3
560079,382115,4
689677,502285,3
362263,686103,3
627654,410508,3
388270,781136,5
144213,193223,5
481337,387630,6
722202,635810,2
444117,522529,3
759014,233224,4
382255,625515,4
845438,754210,3
797104,834009,6
487221,413309,2
413524,301604,3
500002,323614,3
671315,412308,5
441108,221308,2
415726,281502,2
412403,209821,5
712418,624003,4
848131,614711,6
313328,212601,6
413102,847302,3
421204,518344,2
744303,210432,2
641015,325214,3
212107,175030,5
713357,781124,2
711106,388160,2
228151,416212,3
787052,583229,4
403409,143302,6
230127,700152,2
621315,271801,4
734427,416220,6
848504,396020,5
415303,534447,6
713406,474011,3
573130,415523,2
506345,411009,4
141007,847103,4
416314,721144,5
389175,222136,6
612104,400068,3
689666,485881,3
370615,313902,6
423205,722179,2
301027,800020,4
851132,603405,3
843330,152107,6
444904,736122,2
764044,627116,5
333501,605754,2
643211,585324,3
686601,382765,4
762030,671322,4
207248,620102,3
799279,700111,3
799277,690510,3
785681,441701,5
389210,249302,2
623537,342006,5
574223,761106,6
244501,380063,2
833104,303103,5
591237,431802,3
209725,742136,2
671311,734314,2
470003,628901,2
721137,362630,5
396020,246129,5
492003,788003,6
680512,518347,2
535260,496661,6
844124,313902,5
572211,331518,6
341520,262529,2
680652,241302,3
792123,312203,6
680724,760003,3
321401,172022,4
847103,503186,2
680524,735204,2
784160,686605,2
781343,522603,6
688502,574122,5
795130,305201,6
395009,752113,4
487337,312617,3
516216,786192,3
441906,503111,3
689624,132105,5
683578,444907,3
464672,414005,3
788725,741509,6
583217,523369,6
673008,415415,5
743370,695308,3
402308,682034,6
500028,141417,4
686616,132022,3
523213,125101,3
333514,246142,5
742166,402116,2
522663,671311,3
491559,685616,5
522304,389172,4
781341,624004,6
691541,636030,6
415023,626612,5
250002,248140,6
571440,560017,2
691584,249193,6
442605,140102,6
326513,424002,2
606752,632319,3
733123,412803,2
414003,523001,2
824220,209827,6
689648,147003,3
364750,812001,3
642105,676317,2
796184,700138,5
462026,821307,2
581334,212107,5
695582,700012,5
623603,180004,6
388306,673315,3
583221,583238,4
416201,721448,5
133202,801505,6
174031,383307,3
712708,387430,3
605702,176095,3
175141,584138,3
500019,360006,6
632204,603319,2
689571,144006,5
530048,786010,3
303007,202130,3
534004,756001,2
754008,516269,4
231305,500051,2
841231,470221,2
328022,586127,2
248165,638052,4
344043,713430,3
495674,624101,6
263646,574324,6
762106,400089,4
505301,456440,5
581197,571439,2
231303,273155,2
323301,844117,3
370435,712136,6
680517,396460,6
581101,517102,6
454552,176313,5
509210,741316,2
500030,712305,6
627108,425418,3
577513,680502,6
690511,508238,4
686668,461115,2
688003,516421,6
382321,403106,5
721242,532211,4
141006,212305,3
632058,767027,5
522312,331501,6
324010,331403,2
721201,614706,2
176310,333024,2
176311,742137,4
464001,401105,2
517152,685565,3
413306,261303,6
629852,691584,6
713141,835220,3
227411,503001,6
249122,487114,6
201001,210126,5
531127,591224,2
784178,786007,3
733124,573141,2
802117,413703,2
521132,387355,5
847213,695317,3
851113,581302,4
770043,177209,2
508201,782462,2
506164,673576,4
192129,515411,4
560050,472010,3
210506,391175,2
341504,791003,5
841409,700026,6
752090,790001,5
445303,391320,4
781360,482005,5
607102,670304,6
442605,327603,3
311801,622302,2
690534,457555,4
251320,581330,4
627133,804417,3
517408,521225,5
224135,411014,6
403521,302028,3
176207,393150,6
496116,209101,3
173201,517280,3
835203,485778,4
470672,194403,2
313325,415730,4
574223,581102,3
392230,638111,3
735231,786153,3
587203,695142,3
412101,851118,2
854108,135021,5
591111,244231,4
571101,425423,2
518135,211008,2
416406,816120,3
423605,303604,4
606611,271202,6
390003,184101,6
210426,431212,2
786125,581320,4
271845,802155,2
523246,505469,3
313024,364310,6
796320,576121,6
686579,712138,2
388220,172001,3
762107,325218,2
754071,841234,2
825319,503188,6
732143,802154,5
631302,781329,2
416305,802135,3
241127,843126,4
480447,523271,5
452011,410207,2
582115,388180,4
690510,522324,3
209866,576113,2
571490,682005,3
488059,522616,3
516289,444107,2
612904,622301,3
361325,263667,6
743133,583238,5
122104,621115,5
517421,431515,4
384435,412210,6
787026,625514,5
176077,795114,2
630004,466661,5
421603,370665,6
394660,261203,5
766016,824232,5
689664,535250,2
531020,403206,3
518594,480221,6
572105,202134,6
814153,403202,3
505480,382760,6
207001,612302,3
743374,585436,2
172107,689591,6
794104,535270,2
394111,678014,2
201305,629163,6
802102,577131,4
798616,788117,5
413802,757035,6
486006,382440,5
491885,518350,2
306301,388220,5
604501,630314,3
689611,487551,2
767026,533006,6
680668,177028,5
683579,517642,4
414006,614204,5
500009,605110,2
464220,221716,4
828201,680013,2
518360,244225,5
110014,342014,4
123301,841231,4
263140,782123,3
507159,224129,3
632209,721645,2
574325,688525,3
723156,754139,3
752050,182313,2
331403,414005,5
612102,341026,6
577534,445105,6
813103,506342,2
483775,713423,6
224123,490020,2
151206,700059,4
691581,691510,2
194104,625234,3
577512,691312,6
360006,736101,6
788168,795009,6
261206,812006,5
614014,486450,3
229304,477557,2
686514,614716,6
477446,175035,2
581187,688009,5
600122,192122,5
609113,271201,5
811107,835213,6
630002,174017,2
680702,796070,6
563162,627808,2
485881,301030,3
670107,221716,4
502302,673647,5
835102,144009,6
678534,394360,4
721435,781328,2
683585,328029,4
465106,177025,4
370655,721146,5
585106,613705,6
522438,476554,6
241406,793200,5
387530,441210,4
391421,785696,6
415013,440007,6
797103,762024,4
333026,802131,6
325222,224189,5
360550,142042,3
755014,307026,2
812003,785670,6
521241,271210,3
361141,332711,2
841502,626117,6
799288,517561,2
246473,688013,6
332401,560057,4
262904,784148,6
700103,788168,4
843119,785700,5
678624,504272,2
521164,761019,3
713433,144212,6
465550,173220,3
700081,574230,3
281501,790003,2
734226,793113,6
743127,602023,4
481117,530022,6
242307,852217,5
670622,171019,5
635655,761144,3
490021,271882,4
506370,171207,5
811303,532201,4
770011,620008,3
400010,244304,5
231303,396115,3
250622,388110,2
182201,396050,5
676517,624705,4
612502,688006,6
364740,415526,6
572226,516247,2
577429,307025,3
831018,415711,4
700073,182146,6
732102,770043,2
416010,332701,3
575002,502125,4
533125,261401,6
394650,146111,4
636101,586203,5
680703,673007,4
523333,134003,3
560083,743289,4
522006,631603,3
676507,576103,5
244221,804419,2
431703,686607,3
465118,392150,4
424301,743389,5
388305,273005,5
482010,721434,4
508101,331028,4
686106,560062,2
507208,571342,6
683110,500044,2
416531,148026,3
522649,711204,6
442604,621207,3
802112,632057,2
524239,509340,2
689102,609603,3
752003,632514,4
732208,110013,3
845422,623712,3
614207,844504,2
609101,141016,4
431130,765017,6
609003,799130,2
465680,500075,5
583221,576227,3
678687,799211,3
713160,415539,5
671315,685507,2
735226,638103,2
450051,764003,4
361162,230302,2
627101,604102,2
303110,642130,3
515801,230136,3
509326,246724,2
587118,680586,5
271861,573144,3
680684,261125,2
822132,825404,3
827302,173101,4
688001,241405,4
321201,133103,4
828131,231209,2
805131,362520,4
441112,600099,4
712104,670521,5
263140,522124,2
591147,586109,2
229010,110015,3
472337,768001,6
403712,502285,2
622209,623706,4
206255,303305,6
465223,132036,4
630210,301019,6
802126,824123,6
416418,821306,4
608304,713342,5
577132,229205,2
507160,140102,2
764045,673517,2
507302,642006,4
637402,228142,5
621705,721447,4
465106,814112,6
205247,680507,3
522006,563115,2
562126,444607,3
691584,682030,3
691523,523213,5
416811,470118,5
848101,180009,4
781303,334006,5
335512,176076,6
600007,497451,5
390008,847115,6
722208,224206,5
523214,303105,3
306001,832303,5
637104,415203,6
522101,501111,2
641001,390008,2
505454,421312,4
231210,627004,2
394445,370130,5
781017,313327,6
326023,143413,2
175128,462023,5
411021,277207,3
827011,531034,5
416528,713357,4
760008,208006,4
382845,721451,4
400042,624711,5
142054,221105,6
670325,643202,3
493773,851214,6
562112,144306,4
752100,124112,5
263679,531151,6
341512,423401,5
444204,515286,4
415410,401701,2
676521,480338,4
759018,583232,2
382840,500048,5
643207,204211,2
691014,425303,3
524134,431512,2
635114,721212,6
303806,185155,4
382840,610001,6
431810,827012,3
785666,391152,2
731301,678597,6
605007,607805,5
723148,182315,6
621014,413526,2
590015,122103,3
416505,505472,5
847411,173024,3
606107,191131,2
176316,391761,4
110005,606102,3
673305,231314,3
829103,483501,6
141122,424002,5
631210,444717,2
731132,486661,3
577127,691531,4
221101,281001,6
144306,683579,4
768039,243004,3
311801,331305,5
411037,144631,4
844501,638672,2
605004,637003,6
364505,782411,2
787059,185152,4
110016,382320,6
470669,577140,3
171006,444908,2
124202,443206,4
577102,635302,2
798603,160047,5
632403,581421,4
247453,815316,3
627114,581307,4
574238,388410,2
629102,737118,3
759129,516203,2
721140,801102,2
413534,301024,6
679321,497331,2
521214,845102,3
243501,852111,4
421204,721152,2
508001,402102,4
574105,700016,5
274305,628209,4
743354,491441,2
388210,832302,5
742160,460220,6
204214,636457,2
415643,572219,3
209862,263663,5
577125,522211,5
626107,383434,3
612701,328027,6
531126,600068,6
764043,587120,3
175051,231301,2
241404,530041,6
614302,639112,2
144628,500063,4
143604,743435,5
847105,415106,5
629852,414302,3
854113,171011,6
682503,732207,6
521321,673506,3
560048,679333,3
783369,630410,6
786155,673614,2
695543,148100,2
226303,488051,5
322024,110042,4
691502,713324,2
670302,735204,4
271301,382728,5
274705,485881,4
828204,413737,5
225304,685589,3
509130,505405,3
173234,628212,5
501505,587207,2
413507,314038,4
361002,222105,3
793017,845102,4
396433,454773,6
581305,313206,3
591243,172114,5
144628,521138,2
770021,841224,5
506011,608001,5
176081,829149,4
431006,560034,5
788121,574202,5
679532,203412,3
416521,671319,4
283102,415616,6
141106,271861,5
445303,812001,3
755018,841417,3
606751,534202,4
600129,226018,3
225201,410509,5
591143,721467,2
561207,410510,3
832108,313802,2
301023,676507,6
370465,670601,5
700092,604305,6
612503,314804,5
465118,744202,6
250004,144701,6
312204,391125,3
175040,413118,4
823002,854303,2
767029,635115,3
413008,560099,3
221406,802314,4
533429,440001,5
627502,793150,3
759132,483775,6
757092,305817,2
451551,474015,4
151101,470227,2
532122,635117,5
274704,854316,6
403709,144805,3
173026,389146,4
752092,641042,3
517425,481662,2
758029,581148,5
382024,502345,3
360030,852221,3
679329,761030,2
504216,841409,2
457775,741121,2
639110,400092,4
711314,132054,2
388335,361009,6
604204,422008,4
520004,416605,5
712414,754037,5
202001,247661,2
766101,335061,2
636902,212105,3
636601,781104,3
844507,282007,6
585331,382150,6
305206,563124,2
785106,847224,6
785702,425111,6
796186,629809,6
470221,695505,5
515672,695142,3
271305,132157,6
517569,577128,3
416501,132115,2
623525,682551,5
412220,623518,2
584127,362725,6
143514,571134,2
243641,271204,4
561228,209738,4
515134,581201,2
401103,506132,2
465223,585315,3
383220,585303,4
757028,388510,2
380059,246174,3
743290,494010,4
491445,752102,4
413738,614001,2
403001,441202,4
152114,184148,4
845315,722179,6
643231,501401,6
206121,497114,3
614704,493449,2
413249,606701,2
509209,400013,5
532264,686008,3
394116,786005,4
500069,625104,5
442906,485775,3
600073,476554,6
743710,781127,6
382115,246761,4
621729,574224,6
194103,770014,4
362315,314035,3
574267,721433,6
520003,246194,3
561206,125051,3
799015,212301,6
304501,744302,4
484117,174306,6
522324,530003,6
767045,485115,2
362140,247668,3
144211,797002,2
209865,673613,6
680522,457550,5
152023,416616,3
524101,173028,3
608301,523371,2
431715,793007,6
712232,854204,2
632057,743368,4
754228,534146,2
755004,277121,6
756036,302003,2
827012,262405,3
505531,851201,3
691577,431104,3
341520,394326,5
486111,700130,5
486450,627858,2
229301,848504,4
274407,756048,3
742227,516434,6
424305,135101,3
444603,412408,6
509320,624706,2
413716,605105,4
700104,123024,3
134118,757017,5
790116,841235,4
577555,177031,2
505471,503218,2
841239,756118,5
322202,685613,6
246421,486666,4
176091,382865,4
313905,506316,2
303001,442604,6
416315,804425,2
401305,609501,6
797110,695142,6
413215,625708,5
642006,788014,5
523246,144214,3
683589,517002,2
855107,795142,3
700004,829132,6
577543,413310,3
311806,823005,5
411003,573119,3
560047,625702,2
190005,431806,4
382755,632406,2
442702,247554,2
670503,635122,3
382845,735302,3
486338,845425,4
620024,382745,6
825325,796181,6
591225,390007,3
394330,176211,3
485112,521175,6
262501,824123,5
144516,683589,5
249132,784113,4
302027,767039,5
781037,679532,5
635113,502345,6
247342,759107,2
501506,515124,5
723153,173024,6
621011,192233,3
577425,606755,2
509235,497773,3
476221,534240,3
134005,344035,2
626122,733215,6
560082,531032,2
824124,210433,6
331402,560018,4
148002,632531,2
209625,845401,6
176052,222132,3
832106,483053,2
783323,583137,4
144803,416605,4
821108,334402,5
788009,388550,5
203207,391810,3
643217,604303,6
518165,835102,5
143514,721153,2
226027,322028,5
480001,630562,3
440021,751021,3
841235,523165,2
770048,505502,2
303804,712221,3
600013,812003,2
516214,480991,4
560076,209121,4
180019,175006,2
144411,230306,6
209311,767029,6
362520,768218,3
802165,246164,3
485661,713330,2
342022,712424,3
802302,262546,6
676525,831010,6
784010,465674,4
756034,762030,3
523272,800028,4
391440,303507,6
444502,822115,6
440019,754009,4
680510,560097,2
700087,603312,3
243505,712514,6
383215,847427,6
396463,686514,4
184101,843316,6
431212,577537,6
682304,627120,4
444107,365601,2
624001,423108,3
175125,793018,2
285121,637105,4
786147,480447,6
848216,682036,6
686121,503202,5
441112,391810,3
396045,306115,3
